Date,Open,High,Low,Close,Adj Close,Volume
2014-11-17,77.919998,78.470001,77.650002,78.129997,75.498787,347500
2014-11-18,77.989998,79.000000,77.699997,78.760002,76.107574,545400
2014-11-19,78.510002,78.879997,78.000000,78.300003,75.663078,541000
2014-11-20,77.900002,78.190002,77.430000,78.190002,75.798798,407400
2014-11-21,78.839996,78.940002,78.160004,78.529999,76.128387,487100
2014-11-24,78.739998,79.769997,78.160004,79.610001,77.175377,638400
2014-11-25,79.440002,79.940002,79.220001,79.669998,77.233521,575000
2014-11-26,79.930000,80.000000,79.099998,79.349998,76.923286,398100
2014-11-28,79.309998,80.000000,79.279999,79.550003,77.117203,172400
2014-12-01,79.430000,80.410004,79.080002,79.400002,76.971771,701500
2014-12-02,79.430000,80.000000,79.019997,79.989998,77.543739,418200
2014-12-03,80.349998,81.559998,80.010002,81.389999,78.900932,719100
2014-12-04,81.480003,82.000000,80.769997,80.910004,78.435593,516900
2014-12-05,80.820000,81.169998,80.790001,80.940002,78.464684,573500
2014-12-08,81.019997,81.430000,80.720001,80.989998,78.513138,506000
2014-12-09,80.660004,81.410004,80.160004,81.330002,78.842735,450500
2014-12-10,81.239998,81.510002,80.339996,80.610001,78.144783,638800
2014-12-11,80.860001,81.889999,80.680000,81.050003,78.571312,535200
2014-12-12,81.050003,81.250000,79.610001,79.629997,77.194748,705200
2014-12-15,79.959999,80.419998,79.320000,79.860001,77.417702,493400
2014-12-16,79.690002,80.809998,79.400002,79.599998,77.165665,550100
2014-12-17,79.470001,79.660004,78.339996,79.099998,76.680962,1308200
2014-12-18,79.949997,81.080002,79.680000,81.040001,78.561630,725400
2014-12-19,81.320000,81.320000,80.750000,81.059998,78.581017,928000
2014-12-22,81.250000,81.889999,80.989998,81.330002,78.842735,414900
2014-12-23,81.410004,82.419998,81.349998,81.940002,79.434113,408700
2014-12-24,82.070000,82.440002,81.750000,82.150002,79.637688,116000
2014-12-26,82.360001,82.629997,81.900002,81.930000,79.424416,146000
2014-12-29,81.680000,82.040001,81.489998,81.760002,79.259598,228400
2014-12-30,81.540001,81.790001,81.419998,81.559998,79.065720,255400
2014-12-31,81.559998,81.820000,80.860001,80.870003,78.396828,519000
2015-01-02,81.370003,81.750000,80.610001,81.320000,78.833061,428700
2015-01-05,80.720001,81.129997,80.459999,80.639999,78.173859,699800
2015-01-06,80.519997,80.970001,79.620003,80.000000,77.553429,633100
2015-01-07,80.459999,81.480003,80.169998,81.349998,78.862144,385800
2015-01-08,81.800003,83.320000,81.540001,83.089996,80.548935,655600
2015-01-09,83.339996,83.379997,82.699997,82.739998,80.209625,529700
2015-01-12,82.940002,82.989998,82.360001,82.620003,80.093315,463900
2015-01-13,83.169998,84.110001,82.419998,83.150002,80.607109,474600
2015-01-14,82.410004,83.029999,82.190002,82.980003,80.442299,427100
2015-01-15,83.139999,83.519997,82.370003,82.690002,80.161163,463500
2015-01-16,82.589996,83.360001,82.120003,83.320000,80.771889,744600
2015-01-20,83.550003,83.949997,82.339996,83.599998,81.043335,556200
2015-01-21,83.599998,84.510002,83.440002,84.410004,81.828575,496800
2015-01-22,84.669998,85.660004,84.370003,85.660004,83.040344,454700
2015-01-23,85.400002,85.889999,85.239998,85.239998,82.633186,329500
2015-01-26,85.190002,85.470001,84.550003,85.180000,82.575020,614900
2015-01-27,84.480003,85.940002,84.230003,85.430000,82.817360,628200
2015-01-28,85.610001,86.309998,85.029999,85.220001,82.613792,584100
2015-01-29,85.230003,85.379997,84.150002,85.209999,82.604088,539300
2015-01-30,84.430000,85.220001,84.129997,84.459999,81.877022,629900
2015-02-02,84.410004,84.680000,82.870003,84.459999,81.877022,648600
2015-02-03,85.139999,85.559998,84.529999,85.300003,82.691345,498900
2015-02-04,85.080002,85.709999,84.669998,85.029999,82.429611,751600
2015-02-05,85.029999,85.500000,84.750000,85.440002,82.827080,625100
2015-02-06,85.379997,85.959999,85.000000,85.260002,82.652580,469000
2015-02-09,85.070000,85.599998,84.870003,85.040001,82.439293,417500
2015-02-10,85.300003,85.739998,84.720001,85.470001,82.856148,814300
2015-02-11,85.540001,85.860001,85.150002,85.470001,82.856148,950900
2015-02-12,87.330002,92.879997,87.209999,92.739998,89.903809,1270600
2015-02-13,91.900002,92.639999,90.739998,92.559998,89.729301,1136700
2015-02-17,92.099998,93.339996,91.790001,92.519997,89.690552,878900
2015-02-18,92.480003,93.110001,92.470001,93.000000,90.155869,876000
2015-02-19,92.699997,93.519997,92.699997,92.980003,90.136490,801500
2015-02-20,92.860001,94.349998,92.419998,93.620003,90.756912,1789600
2015-02-23,93.699997,94.110001,92.680000,93.339996,90.485451,707600
2015-02-24,93.190002,93.440002,92.949997,93.070000,90.223717,732100
2015-02-25,92.980003,93.260002,92.540001,93.080002,90.233421,677500
2015-02-26,93.080002,93.500000,92.889999,93.209999,90.359436,742800
2015-02-27,93.449997,93.779999,92.989998,93.370003,90.514542,769900
2015-03-02,93.449997,94.900002,93.300003,94.839996,92.226036,725400
2015-03-03,94.540001,94.739998,93.970001,94.669998,92.060722,601400
2015-03-04,94.230003,94.440002,93.849998,93.959999,91.370285,422900
2015-03-05,93.910004,94.410004,93.790001,94.209999,91.613403,538700
2015-03-06,93.610001,94.480003,93.269997,93.379997,90.806274,435100
2015-03-09,93.379997,93.900002,92.599998,92.970001,90.407578,764000
2015-03-10,92.269997,92.720001,91.980003,92.010002,89.474052,597400
2015-03-11,91.980003,92.500000,91.459999,91.519997,88.997543,573400
2015-03-12,91.940002,92.419998,91.800003,92.000000,89.464310,748100
2015-03-13,92.089996,92.430000,91.419998,91.660004,89.133698,511800
2015-03-16,92.089996,92.650002,92.010002,92.180000,89.639359,628200
2015-03-17,91.989998,92.169998,91.459999,91.980003,89.444855,510500
2015-03-18,91.940002,92.980003,91.300003,92.680000,90.125572,664800
2015-03-19,92.550003,93.089996,92.370003,92.790001,90.232536,475200
2015-03-20,93.000000,93.320000,92.379997,93.080002,90.514542,704900
2015-03-23,93.300003,93.540001,92.820000,92.820000,90.261711,367300
2015-03-24,92.589996,92.849998,92.180000,92.190002,89.649078,400100
2015-03-25,92.110001,92.480003,91.139999,91.239998,88.725258,802000
2015-03-26,91.129997,92.220001,90.709999,91.830002,89.298996,480300
2015-03-27,91.839996,92.449997,91.540001,91.970001,89.435150,672900
2015-03-30,92.379997,93.559998,92.349998,93.330002,90.757652,548000
2015-03-31,92.830002,93.610001,92.830002,93.000000,90.436752,556900
2015-04-01,93.139999,93.239998,92.000000,92.989998,90.427025,471700
2015-04-02,93.000000,94.010002,92.889999,93.470001,90.893799,400000
2015-04-06,92.959999,94.650002,92.760002,93.809998,91.224426,630900
2015-04-07,93.820000,94.029999,92.599998,92.629997,90.076958,459400
2015-04-08,92.540001,93.250000,92.089996,92.860001,90.300606,554500
2015-04-09,92.860001,93.050003,92.019997,92.940002,90.378395,312400
2015-04-10,92.949997,93.440002,92.440002,93.410004,90.835449,377500
2015-04-13,93.320000,93.949997,93.199997,93.500000,90.922966,376600
2015-04-14,93.650002,93.959999,92.910004,93.900002,91.311958,367500
2015-04-15,93.900002,94.349998,93.330002,93.830002,91.243874,284300
2015-04-16,93.580002,93.820000,92.809998,93.330002,90.757652,253500
2015-04-17,93.029999,93.419998,91.610001,91.839996,89.308723,268100
2015-04-20,93.129997,93.779999,93.000000,93.339996,90.767380,328700
2015-04-21,93.790001,94.559998,93.459999,94.480003,91.875969,478300
2015-04-22,94.370003,94.720001,93.199997,94.190002,91.593956,708500
2015-04-23,98.089996,99.290001,97.209999,98.400002,95.687904,1147100
2015-04-24,98.519997,98.970001,98.099998,98.489998,95.775444,545000
2015-04-27,98.500000,99.120003,97.989998,98.059998,95.357292,559300
2015-04-28,98.019997,98.410004,97.430000,97.709999,95.016930,403600
2015-04-29,97.620003,97.910004,97.129997,97.410004,94.725212,602700
2015-04-30,97.510002,98.099998,96.449997,96.930000,94.258446,650900
2015-05-01,97.660004,98.339996,97.339996,98.269997,95.561501,502100
2015-05-04,98.930000,100.209999,98.669998,99.779999,97.029892,615900
2015-05-05,99.239998,99.570000,98.459999,98.529999,95.814331,1001800
2015-05-06,98.529999,99.000000,97.900002,98.540001,95.824059,707600
2015-05-07,98.000000,98.760002,97.620003,97.940002,95.240608,769600
2015-05-08,98.570000,99.680000,98.139999,98.889999,96.164429,417500
2015-05-11,98.699997,99.940002,98.699997,99.400002,96.660362,605600
2015-05-12,99.000000,99.059998,98.370003,98.389999,95.678200,600800
2015-05-13,98.330002,98.720001,97.599998,98.220001,95.512886,615600
2015-05-14,98.900002,99.720001,98.769997,99.610001,96.864563,565100
2015-05-15,99.739998,100.190002,98.739998,98.900002,96.174149,609400
2015-05-18,98.980003,100.580002,98.889999,100.349998,97.584175,440900
2015-05-19,100.379997,100.379997,99.930000,100.220001,97.457756,380600
2015-05-20,99.870003,100.199997,99.400002,99.610001,97.145676,379600
2015-05-21,99.239998,100.110001,99.120003,100.050003,97.574791,355200
2015-05-22,100.000000,100.779999,99.989998,100.269997,97.789352,496500
2015-05-26,100.129997,100.290001,98.730003,99.019997,96.570251,546400
2015-05-27,99.010002,100.650002,98.750000,100.379997,97.896629,397900
2015-05-28,100.379997,100.930000,99.830002,100.290001,97.808846,371700
2015-05-29,100.059998,100.589996,99.629997,100.330002,97.847870,704100
2015-06-01,100.349998,100.480003,99.419998,100.040001,97.565041,443000
2015-06-02,99.349998,99.400002,98.089996,98.250000,95.819313,763200
2015-06-03,98.370003,99.160004,98.250000,98.779999,96.336212,623400
2015-06-04,98.379997,98.750000,97.440002,97.580002,95.165894,341700
2015-06-05,97.480003,97.949997,96.849998,97.820000,95.399948,320100
2015-06-08,97.919998,97.949997,97.139999,97.290001,94.883064,479400
2015-06-09,97.199997,98.260002,96.879997,98.129997,95.702278,538300
2015-06-10,98.300003,99.070000,98.230003,98.820000,96.375214,432800
2015-06-11,99.129997,99.580002,98.919998,99.370003,96.911606,278300
2015-06-12,99.000000,99.059998,98.389999,98.540001,96.102150,281400
2015-06-15,98.129997,98.709999,97.160004,97.550003,95.136635,517900
2015-06-16,97.339996,97.790001,97.029999,97.500000,95.087875,456300
2015-06-17,97.779999,97.989998,97.209999,97.650002,95.234161,653400
2015-06-18,98.089996,99.360001,97.680000,99.300003,96.843346,677100
2015-06-19,99.150002,100.169998,98.809998,99.709999,97.243195,528300
2015-06-22,100.150002,101.129997,100.050003,100.589996,98.101418,409400
2015-06-23,100.839996,100.839996,99.930000,100.220001,97.740585,405200
2015-06-24,99.919998,100.400002,99.279999,99.300003,96.843346,396700
2015-06-25,97.480003,99.919998,97.480003,99.629997,97.165169,502600
2015-06-26,99.980003,100.510002,99.529999,99.900002,97.428497,1601700
2015-06-29,99.250000,99.760002,97.400002,97.440002,95.029366,548400
2015-06-30,98.120003,98.120003,97.029999,97.089996,94.688019,635000
2015-07-01,97.940002,98.419998,97.449997,98.400002,95.965607,543800
2015-07-02,98.470001,98.940002,97.500000,98.209999,95.780312,369600
2015-07-06,97.449997,98.010002,97.239998,97.800003,95.380463,490900
2015-07-07,98.029999,98.620003,96.750000,97.949997,95.526733,846300
2015-07-08,97.430000,97.430000,96.160004,96.290001,93.907799,651800
2015-07-09,96.989998,97.489998,96.230003,96.459999,94.073608,708000
2015-07-10,97.000000,97.989998,96.730003,97.769997,95.351212,678900
2015-07-13,98.260002,99.440002,98.260002,99.300003,96.843346,572400
2015-07-14,99.550003,99.550003,98.500000,98.559998,96.121651,704700
2015-07-15,98.440002,99.029999,97.660004,98.629997,96.189911,596800
2015-07-16,99.070000,100.209999,98.720001,100.129997,97.652809,610500
2015-07-17,100.180000,100.180000,97.970001,98.550003,96.111900,788800
2015-07-20,98.580002,99.290001,98.529999,98.750000,96.306961,415100
2015-07-21,98.639999,98.930000,97.970001,98.089996,95.663284,596300
2015-07-22,97.919998,98.930000,97.879997,98.839996,96.394714,487800
2015-07-23,101.809998,102.959999,99.190002,100.129997,97.652809,1993800
2015-07-24,99.199997,100.150002,98.910004,100.040001,97.565041,1072300
2015-07-27,99.870003,99.949997,98.269997,98.510002,96.072884,645200
2015-07-28,98.989998,100.419998,98.269997,100.180000,97.701576,928300
2015-07-29,100.610001,102.379997,100.459999,102.209999,99.681358,661400
2015-07-30,101.760002,102.309998,101.120003,102.160004,99.632599,508800
2015-07-31,102.669998,102.699997,101.669998,102.129997,99.603325,759600
2015-08-03,102.309998,102.389999,101.300003,102.000000,99.476547,469000
2015-08-04,102.709999,103.019997,102.169998,102.620003,100.081215,627500
2015-08-05,103.580002,104.000000,103.080002,103.519997,100.958931,390600
2015-08-06,103.860001,103.860001,102.110001,102.309998,99.778877,470800
2015-08-07,102.190002,103.160004,101.830002,103.089996,100.539581,452500
2015-08-10,104.220001,105.180000,103.959999,104.639999,102.051239,499400
2015-08-11,103.489998,104.419998,103.220001,103.529999,100.968681,436800
2015-08-12,102.839996,103.370003,101.820000,102.669998,100.129951,719300
2015-08-13,102.910004,104.610001,102.639999,103.860001,101.290543,441000
2015-08-14,103.650002,104.500000,103.220001,104.480003,101.895187,356500
2015-08-17,104.080002,105.589996,103.190002,105.470001,102.860695,505900
2015-08-18,105.580002,105.860001,105.120003,105.209999,102.607140,516500
2015-08-19,104.669998,105.330002,103.919998,104.730003,102.421318,468100
2015-08-20,103.730003,104.000000,101.779999,101.820000,99.575470,588800
2015-08-21,101.129997,101.980003,99.260002,99.360001,97.169708,712800
2015-08-24,96.370003,97.400002,90.940002,93.830002,91.761604,1459300
2015-08-25,96.419998,96.529999,92.620003,92.699997,90.656509,1115900
2015-08-26,94.500000,96.550003,93.610001,96.370003,94.245613,1202400
2015-08-27,97.160004,98.949997,96.760002,98.849998,96.670937,933300
2015-08-28,98.480003,98.519997,97.190002,98.449997,96.279747,656800
2015-08-31,97.940002,98.760002,97.370003,97.900002,95.741890,772400
2015-09-01,95.930000,96.870003,94.610001,95.239998,93.140518,749200
2015-09-02,96.269997,97.580002,95.930000,97.580002,95.428940,841000
2015-09-03,97.699997,99.089996,97.089996,98.309998,96.142838,530700
2015-09-04,96.839996,98.209999,96.570000,97.010002,94.871513,461700
2015-09-08,98.849998,99.650002,97.660004,99.440002,97.247932,541400
2015-09-09,100.000000,100.500000,98.269997,98.500000,96.328659,468800
2015-09-10,98.449997,98.680000,97.449997,97.860001,95.702759,919600
2015-09-11,97.489998,98.330002,97.080002,98.000000,95.839676,616500
2015-09-14,98.400002,98.660004,97.589996,97.830002,95.673431,480500
2015-09-15,98.160004,99.610001,97.720001,99.430000,97.238144,491600
2015-09-16,99.550003,99.680000,98.940002,99.220001,97.032799,793200
2015-09-17,99.389999,99.699997,98.139999,98.360001,96.191742,826400
2015-09-18,98.919998,99.070000,96.839996,97.040001,94.900841,1197200
2015-09-21,97.730003,99.169998,97.559998,98.120003,95.957039,416600
2015-09-22,97.050003,98.550003,96.739998,97.730003,95.575630,575700
2015-09-23,97.610001,98.430000,97.419998,98.150002,95.986382,476500
2015-09-24,97.190002,97.750000,96.519997,97.389999,95.243126,555800
2015-09-25,98.209999,98.540001,96.769997,97.449997,95.301804,633900
2015-09-28,97.269997,97.370003,95.120003,95.330002,93.228539,703200
2015-09-29,95.330002,96.400002,94.589996,95.800003,93.688171,659400
2015-09-30,97.059998,97.669998,96.000000,97.180000,95.037766,878300
2015-10-01,97.239998,98.440002,96.870003,98.379997,96.211296,568000
2015-10-02,96.830002,99.320000,96.220001,99.320000,97.130577,785100
2015-10-05,100.000000,101.099998,98.800003,100.949997,98.724648,706400
2015-10-06,100.730003,101.190002,100.050003,100.940002,98.714874,757700
2015-10-07,101.239998,102.739998,101.239998,102.730003,100.465408,486100
2015-10-08,102.550003,104.930000,102.220001,104.699997,102.391983,558400
2015-10-09,104.699997,105.720001,104.260002,105.480003,103.154793,498600
2015-10-12,105.389999,105.900002,105.209999,105.779999,103.448166,532300
2015-10-13,105.190002,105.849998,104.010002,104.080002,101.785652,586200
2015-10-14,104.120003,105.370003,103.849998,104.180000,101.883438,665400
2015-10-15,104.769997,105.860001,104.129997,105.830002,103.497078,503600
2015-10-16,106.050003,106.699997,105.639999,106.360001,104.015396,850600
2015-10-19,106.250000,106.900002,105.769997,106.860001,104.504372,501000
2015-10-20,106.919998,107.940002,106.410004,107.669998,105.296516,602100
2015-10-21,108.000000,108.620003,105.699997,105.900002,103.565529,939100
2015-10-22,104.400002,105.839996,102.230003,103.290001,101.013054,1580800
2015-10-23,105.290001,106.989998,103.949997,106.029999,103.692642,1093400
2015-10-26,106.180000,106.709999,105.599998,106.660004,104.308777,981000
2015-10-27,106.550003,106.989998,106.169998,106.919998,104.563042,752700
2015-10-28,106.949997,107.080002,105.559998,106.849998,104.494576,709100
2015-10-29,106.620003,106.809998,105.910004,106.660004,104.308777,465700
2015-10-30,106.660004,107.500000,106.459999,106.570000,104.220764,734400
2015-11-02,106.570000,108.150002,106.570000,107.669998,105.296516,646600
2015-11-03,107.669998,107.669998,106.370003,106.720001,104.367455,611700
2015-11-04,106.989998,107.400002,106.199997,106.349998,104.005608,548800
2015-11-05,106.330002,106.769997,105.599998,106.089996,103.751335,388600
2015-11-06,105.699997,106.750000,105.250000,106.059998,103.722008,566900
2015-11-09,105.639999,106.300003,104.000000,104.910004,102.597351,399700
2015-11-10,104.849998,105.459999,104.169998,105.440002,103.115669,418100
2015-11-11,105.720001,107.290001,105.279999,106.720001,104.367455,527400
2015-11-12,106.269997,107.620003,105.650002,105.949997,103.614418,504900
2015-11-13,105.470001,106.169998,104.480003,104.669998,102.362640,322400
2015-11-16,104.699997,106.989998,104.660004,106.949997,104.592369,423200
2015-11-17,106.830002,108.570000,106.699997,107.529999,105.159599,542200
2015-11-18,108.059998,110.660004,107.459999,110.559998,108.122803,811300
2015-11-19,110.040001,110.160004,108.800003,109.879997,107.740395,466600
2015-11-20,110.040001,110.459999,109.500000,110.220001,108.073784,522400
2015-11-23,110.000000,111.370003,109.739998,111.040001,108.877808,716400
2015-11-24,110.110001,110.669998,109.000000,110.050003,107.907097,590900
2015-11-25,110.330002,111.339996,110.050003,110.980003,108.818977,521100
2015-11-27,111.269997,112.419998,110.769997,112.320000,110.132896,248900
2015-11-30,112.610001,112.629997,111.430000,111.500000,109.328850,799900
2015-12-01,112.379997,112.739998,111.680000,112.519997,110.328995,486500
2015-12-02,112.550003,112.839996,111.860001,111.959999,109.779892,617000
2015-12-03,112.070000,112.330002,108.910004,109.349998,107.220734,666300
2015-12-04,109.779999,112.220001,109.779999,111.769997,109.593590,441300
2015-12-07,111.540001,112.129997,110.510002,111.430000,109.260223,227900
2015-12-08,110.680000,112.260002,110.260002,111.959999,109.779892,441100
2015-12-09,111.279999,112.010002,109.709999,109.910004,107.769821,453000
2015-12-10,110.139999,111.879997,109.639999,110.970001,108.809166,379400
2015-12-11,109.529999,110.150002,107.330002,107.779999,105.681297,590300
2015-12-14,108.029999,109.300003,107.199997,108.400002,106.289207,709200
2015-12-15,109.410004,109.989998,108.610001,109.239998,107.112862,811500
2015-12-16,110.419998,113.199997,109.959999,112.949997,110.750618,962200
2015-12-17,113.050003,113.820000,111.739998,113.199997,110.995743,954100
2015-12-18,112.980003,112.980003,109.580002,109.629997,107.495270,1629500
2015-12-21,110.599998,111.489998,110.070000,110.989998,108.828781,730900
2015-12-22,111.480003,112.370003,110.500000,111.639999,109.466125,476600
2015-12-23,112.040001,112.930000,111.500000,112.889999,110.691795,551800
2015-12-24,113.040001,113.349998,112.389999,112.750000,110.554512,292000
2015-12-28,112.550003,113.199997,112.139999,113.070000,110.868279,461700
2015-12-29,114.250000,114.459999,113.019997,113.610001,111.397766,779700
2015-12-30,113.730003,113.849998,112.559998,112.769997,110.574120,916100
2015-12-31,112.500000,112.720001,111.349998,111.370003,109.201385,708200
2016-01-04,109.919998,110.239998,108.349998,109.449997,107.318764,1198500
2016-01-05,110.169998,110.769997,109.160004,110.110001,107.965919,1078000
2016-01-06,108.419998,109.680000,108.239998,109.230003,107.103058,575100
2016-01-07,107.339996,108.440002,105.139999,105.290001,103.239784,1087900
2016-01-08,105.750000,105.930000,102.040001,102.239998,100.249161,1421200
2016-01-11,103.019997,103.120003,100.750000,101.830002,99.847145,1380100
2016-01-12,102.470001,103.150002,100.959999,102.419998,100.425674,1186100
2016-01-13,102.839996,103.730003,100.629997,101.040001,99.072533,1011400
2016-01-14,101.000000,104.150002,100.349998,103.459999,101.445419,1263200
2016-01-15,100.680000,103.300003,100.510002,102.860001,100.857094,953700
2016-01-19,103.940002,104.300003,102.930000,103.860001,101.837631,1054400
2016-01-20,102.199997,102.820000,98.400002,101.680000,99.700066,886500
2016-01-21,102.000000,103.320000,100.879997,102.620003,100.621765,863000
2016-01-22,103.870003,104.870003,103.709999,104.839996,102.798538,708800
2016-01-25,104.629997,104.699997,103.720001,104.139999,102.112167,1024000
2016-01-26,104.309998,105.379997,104.010002,104.849998,102.808342,691100
2016-01-27,104.709999,105.180000,102.470001,102.980003,100.974762,827800
2016-01-28,103.559998,103.680000,101.650002,101.769997,99.788315,931500
2016-01-29,102.760002,105.860001,102.220001,105.800003,103.739853,1238100
2016-02-01,105.050003,107.389999,104.739998,106.919998,104.838043,986600
2016-02-02,106.010002,106.510002,103.290001,103.750000,101.729767,854600
2016-02-03,104.489998,104.839996,100.870003,103.169998,101.161049,766700
2016-02-04,103.120003,104.160004,102.599998,103.669998,101.651321,576200
2016-02-05,103.269997,103.760002,99.529999,99.879997,97.935112,1049000
2016-02-08,99.120003,99.300003,92.809998,93.900002,92.071556,1683700
2016-02-09,92.650002,94.220001,92.260002,93.220001,91.404808,1661300
2016-02-10,93.940002,95.510002,93.010002,94.519997,92.679497,1549200
2016-02-11,93.959999,96.629997,91.720001,93.449997,91.630333,1635800
2016-02-12,95.300003,99.139999,95.300003,97.470001,95.572052,1402600
2016-02-16,98.970001,99.940002,97.610001,99.169998,97.238945,1327800
2016-02-17,100.089996,101.959999,99.489998,101.790001,99.807930,1054600
2016-02-18,102.220001,102.550003,100.410004,100.889999,98.925453,768100
2016-02-19,100.440002,101.139999,99.790001,100.989998,99.023499,1542500
2016-02-22,101.830002,103.669998,101.830002,103.360001,101.347374,923200
2016-02-23,103.260002,103.800003,102.080002,103.139999,101.131638,624200
2016-02-24,102.449997,104.540001,101.290001,104.440002,102.406326,788900
2016-02-25,103.800003,106.580002,103.800003,106.529999,104.455627,924600
2016-02-26,106.730003,107.080002,105.930000,106.370003,104.298759,629900
2016-02-29,106.029999,106.529999,104.779999,104.879997,102.837753,652900
2016-03-01,105.589996,107.089996,105.180000,106.489998,104.745995,637900
2016-03-02,105.989998,107.040001,105.410004,107.000000,105.247643,595200
2016-03-03,106.699997,107.169998,105.919998,107.129997,105.375504,513100
2016-03-04,107.000000,108.639999,105.970001,107.660004,105.896828,814800
2016-03-07,106.820000,107.449997,105.129997,106.080002,104.342705,562100
2016-03-08,105.120003,106.139999,104.660004,106.000000,104.264023,673500
2016-03-09,106.599998,107.000000,106.040001,106.760002,105.011574,550000
2016-03-10,107.160004,107.680000,105.519997,106.779999,105.031242,579000
2016-03-11,107.599998,108.550003,106.809998,108.449997,106.673889,1310800
2016-03-14,108.059998,110.000000,107.519997,109.709999,107.913254,711200
2016-03-15,109.000000,110.239998,108.629997,109.500000,107.706703,650900
2016-03-16,108.820000,110.400002,108.650002,110.129997,108.326378,575300
2016-03-17,109.919998,111.540001,109.830002,111.309998,109.487053,540800
2016-03-18,111.860001,113.029999,111.180000,112.510002,110.667389,959300
2016-03-21,111.940002,112.589996,111.540001,112.220001,110.382156,590900
2016-03-22,111.580002,112.970001,111.089996,112.510002,110.667389,410400
2016-03-23,112.089996,112.660004,111.269997,111.540001,109.713287,1042200
2016-03-24,110.730003,111.250000,109.089996,111.230003,109.408371,962900
2016-03-28,111.660004,112.309998,110.919998,111.949997,110.116562,367400
2016-03-29,111.550003,112.940002,111.070000,112.849998,111.001831,306900
2016-03-30,113.570000,114.180000,112.879997,113.900002,112.034637,401000
2016-03-31,114.010002,114.669998,113.400002,114.290001,112.418251,532900
2016-04-01,113.839996,116.800003,113.570000,116.589996,114.680573,726400
2016-04-04,116.589996,116.790001,115.129997,115.419998,113.529739,374100
2016-04-05,114.849998,115.540001,113.959999,114.570000,112.693665,621400
2016-04-06,114.779999,115.500000,113.930000,115.449997,113.559250,509500
2016-04-07,114.449997,114.779999,113.169998,113.779999,111.916588,438800
2016-04-08,115.440002,115.589996,114.129997,115.019997,113.136299,710200
2016-04-11,115.339996,115.470001,113.650002,113.690002,111.828079,464300
2016-04-12,114.089996,114.089996,113.089996,113.480003,111.621521,445800
2016-04-13,114.279999,115.019997,113.500000,114.949997,113.067444,407300
2016-04-14,115.180000,117.220001,115.180000,115.970001,114.070740,625000
